,CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
174,UggOHjEF4Yr5p3gCoAEC,4rCweDxDqdw,"THE UGLY TRUTH: If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG. .. Then you will die like a THUG! "" Live by the sword die by the sword. "" - "" Don ' t hate the player, hate the game! "" This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents then we must look at the individual who in this case was an adult. What kind of music did he listen to? What kind of videos did he take in? Who were his role models? How did his environment affect him? Who were the enablers? Who did he associate with? But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. This was not his first crime and there were probably many unrecorded (not caught) negative actions by Mike Brown (MB ). You cannot assault another human being without consequences. Or should we say "" he was just playing, it was no big deal, or it was childish "". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of "" No Justice - No Peace! "" Hands Up - Don ' t Shoot! "" - Please this culture needs to STOP, "" Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Pants on the Ground! "" Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street. - - - - - - - - - REAL PARENTS (or those around them) would have not called what megabyte did "" Childish "". That was not, nor is infantile behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, "" This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired. .. Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non - lethal weapons such as rubber bullets, taser, mace, etc. - - - - - - - - - - - And to those who truly support change - NO SILENCE - NO VIOLENCE. There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause. But unfortunately, the evidence thus far does not support the above paragraph. Question 1: Would this still be the reaction, if the officer were a female? Question 2: Would this still be the reaction, if the officer were Black / African American? Question 3: Would this still embody the reaction, if Mike Brown was gunned down by a peer of his own race? Question 4: Would this still be the reaction, if Mike Brown were White? Question 5: Would this still be the end result (death ), if Mike Brown was productive at home, work, or school early than running the streets? To the people: "" Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity. "" - Martin Luther King, Jr. I think it is safe to say, we are living in serious times because of this simple fact proving this Martin Luther King, Jr. ' s quote. Unfortunately, it is coming from his own race and those supporting a lost cause. To the people who cry wolf. .. MJ Please Repost! ﻿",True,False,False,False,False,True,True,False,False,False,False,False
174,UggOHjEF4Yr5p3gCoAEC,4rCweDxDqdw,"THE UGLY TRUTH: If you talk like a THUG, act like a THUG, walk like a THUG, and live like a THUG. .. Then you will die like a THUG! "" Live by the sword die by the sword. "" - "" Don ' t hate the player, hate the game! "" This was not an innocent little child just walking down the street who got shot in the back. If we cannot blame the parents and then we must look at the individual who in this case was an adult. What kind of music did he listen to? What kind of videos did he view? Who were his role models? How did his environment affect him? Who were the enablers? Who did he associate with? But most importantly, when will he be accountable for his own actions? Unfortunately, on this day, he chose the wrong pathway to his fate. You cannot rob a store and call it shoplifting. Heck, you might as well call it borrowing without permission. This was not his first crime and there were probably many unrecorded (not caught) negative action by Mike Brown (MB ). You cannot assault another human being without consequences. Or should we say "" he was just playing, it was no big deal, or it was childish "". Get real folks. The riots, looting, attacks, and threats has nothing to do with MB. It has to do with a culture who feel they are entitled and will use any excuse or propaganda to find any excuse to commit crimes in the name of "" No Justice - No Peace! "" Hands Up - Don ' t Shoot! "" - Please this culture needs to STOP, "" Pants on the ground, Pants on the Ground, Looking like a Fool, with your Pants on the Ground! Hat turned Sideways, Gold in your mouth, Looking like a Fool, with your Drawers on the Ground! "" Let me say, THIS IS NOT ABOUT RACE! THIS IS NOT ABOUT LACK OF JUSTICE! JUSTICE, naturally in the street, will usually end in tragedy. This was the result of an immature with no respect THUG who believed he could use his size to intimidate. He probably did it in school and we know he did it in the street. - - - - - - - - - REAL PARENTS (or those around them) would have not called what MB did "" Childish "". That was not, nor is childish behaviors. His behaviors were felonious and criminal. And to be frank, would have probably cost him his life elsewhere at a different time. REAL PARENTS would have stated, "" This was my son. What he did was wrong in this store and to the clerk. If in fact, the evidence shows my son assaulted this officer, and posed a threat by going after the officer before the shots were fired. .. Then may our son rest in peace as his actions we do not condone but this consequence was just due to his own choices and actions. We unconditionally love our son. However, we also forgive the officer. We apologize to the store clerk and we hope as a family and people can move on only to learn, our actions and how we live dictate our consequences, be it positive or negative. We would also like to support alternate methods in the event this does happen again using non - lethal weapons such as rubber bullets, taser, mace, etc. - - - - - - - - - - - And to those who truly support change - NO SILENCE - NO VIOLENCE. There is no sugar coat here. As a human, as a race, we need to be accountable for what we say and do. Lastly, If the officer was racist and he did shoot MB without rhyme or reason, or if he in fact, just targeted MB & DJ because they were black, and decided to gun down MB (in the back and front) even though he surrendered peacefully with his hands raised, THEN I would side with MB and those who support the cause. But unfortunately, the evidence thus far does not support the above paragraph. Question 1: Would this still be the reaction, if the officer were a female? Question 2: Would this still be the reaction, if the officer were Black / African American? Question 3: Would this still be the reaction, if Mike Brown was gunned down by a peer of his own race? Question 4: Would this still be the reaction, if Mike Brown were White? Interrogation 5: Would this still live the end result (death ), if Mike Brown was productive at home, work, or school other than running the streets? To the people: "" Nothing in the world is more dangerous than sincere ignorance and conscientious stupidity. "" - Martin Luther King, Jr. I think it is safe to say, we are living in dangerous times because of this simple fact proving this Martin Luther King, Jr. ' s quote. Unfortunately, it is coming from his own race and those supporting a lost cause. To the people who cry wolf. .. MJ Please Repost! ﻿",True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,"People say blacks play the victim. 

But according to the comments its our fault that  the elected officals are racists. 

Whites had a good thing going in Missouri but they had to be racist.  

All white folks do is point fingers.  
Take these punk bitches out of power.  

We goin back to racism. 

Deport everyone else.  

 ",True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,Citizenry say blacks play the dupe. But according to the comments its our fault that the elected officals are racists. Whites had a good matter going in Missouri but they get to equal antiblack. All white folks behave is point fingers. Take these punk bitches out of power. We goin back to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,People say blacks play the victim. But according to the scuttlebutt its our shift that the elected officals are racists. Whites have a good affair going in Missouri but they have to be racist. All white folk music do be point fingers. Take these punk bitches out of power. We goin backward to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,People say blackness fiddle the victim. Just according to the comment its our fault that the elected officals are racists. Whites hold a good thing going in Missouri but they had to be racist. All white folks serve is point fingers. Take these punk bitches tabu of powerfulness. We goin back to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,People tell blacks play the victim. But agree to the comments its our fault that the elected officals are racists. Albumen had a good thing going in Missouri but they had to be racist. All white folks do be point fingers. Take these punk bellyache taboo of power. We goin back to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,People say inkiness play the victim. But according to the comments its our fault that the elected officals are racists. Whites have a salutary thing run in Missouri river but they had to be racist. All white folks act is point in time fingers. Take these punk rock bitches kayoed of power. We goin back to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
175,UggrBEWmmOsJq3gCoAEC,4rCweDxDqdw,People say blacks play the dupe. Just according to the commentary information technology our fault that the elected officals are racists. Whites had a good affair going in Missouri but they stimulate to be racist. All blank folks do is point fingers. Take these punk bitches out of powerfulness. We goin back to racism. Deport everyone else.,True,False,False,False,False,True,True,False,False,False,False,False
176,UggSgP25ZN0a2ngCoAEC,4rCweDxDqdw,"Protest was converted into riot because majority of people wanted it. Don't be fooled by politicians,  they play serious games with common man. Take care everyone and save humanity. Peace!",False,False,False,False,False,False,False,False,False,False,False,False
177,Ugh_2nNUObQRbHgCoAEC,4rCweDxDqdw,"Worst TestTube video ever: some of the inequality is by choice: (""white flight""), and or via change in demographics, etc. But the remaining residents DO have a say: THEY VOTE and can put up their own nominees and go to city council meetings and put their grievances before the councilmen, etc. Besides, if this is the supposedly ""post-racial era"" in America, what does the race of leaders matter? Oh, BTW, the title asked what really caused the riots: seems from most accounts the answer is out-of-town LAWBREAKERS.",False,False,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk practise non get blasted for no ground! ! If that cop didn ' t shoot him mortal else would have!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk did non get blasted for no reason! ! If that cop didn ' t shoot him mortal else would throw!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That tough answer not get blasted for no grounds! ! If that hook didn ' t shoot him someone else would have!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That goon did not get blasted for no reason! ! If that cop didn ' t shoot him person else would deliver!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That punk do non get blast for no reason! ! If that nab didn ' t shoot him someone else would birth!!,True,True,False,False,False,False,False,False,False,False,False,False
178,UghaNFtOPqPjvXgCoAEC,4rCweDxDqdw,That tough did not get shell for no reason! ! If that cop didn ' t shoot him someone else would own!!,True,True,False,False,False,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. ",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal John brown even stopped in the first place? ?? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days by and by, it was because he had plume a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in reverence for his life. The PD claim he was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike ' s body an hour after the shooting. Also, Mike ' s body was 35 feet away from where the ship's officer was when Mike apparently "" charged "" at him. Man, the police are full of shit. If you can ' t see that this dogshit be made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place? ?? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store follow never robbed. The officer was apparently in fear for his life. The PD claims he was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly o.k., standing by Microphone ' s body an minute after the shooting. Too, Microphone ' s body was 35 feet away from where the officer was when Mike patently "" charged "" at him. Man, the police are full of shit. If you can ' t figure that this shit was made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place? ?? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because atomic number 2 had robbed a convenience store. Despite the fact that owner himself says that his entrepot was never robbed. The officer was apparently in fear for his life. The PD claims he was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike ' second body an hour after the shooting. Besides, Mike ' s body be 35 feet away from where the officer was when Mike apparently "" charged "" at him. Humans, the police are full of shit. If you can ' t see that this mother fucker was made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of multitude and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place? ?? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, information technology was because he had robbed a convenience store. Despite the fact that owner himself says that his fund was never robbed. The officer be apparently in fear for his life. The PD claims he was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike ' s body an hour after the shot. Also, Mike ' s body was 35 feet away from where the officer was when Microphone apparently "" charged "" at him. Military personnel, the police are full of shit. If you give notice ' t see that this shit was made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brownness yet stopped in the first place? ?? The day it encounter, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that proprietor himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims helium was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike ' s body an hour after the shot. Also, Mike ' s body was 35 feet away from where the officer was when Mike apparently "" charged "" at him. Man, the police are full of mother fucker. If you can ' t see that this shit was made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
179,UghGHkOxrTnznngCoAEC,4rCweDxDqdw,"A lot of people and the entire sensitive is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place? ?? The daylight it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in reverence for his life. The atomic number 46 claims he was "" seriously injured "" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike ' s body an hour after the shooting. Also, Mike ' s torso was 35 feet away from where the officer was when Mike apparently "" charged "" at him. Man, the police are full of shit. If you can ' t get wind that this shit was made up, then you ' re either a bigot or just a fucking idiot.",True,True,False,False,True,False,False,False,False,False,False,False
180,UghHKaYbyJMEp3gCoAEC,4rCweDxDqdw,You can say black. This piece came off a bit stiff due to the repeated use of African American.,False,False,False,False,False,False,False,False,False,False,False,False
181,UghHXFtt3YyAhngCoAEC,4rCweDxDqdw,I live in St. Louis and it's scary. ,False,False,False,False,False,False,False,False,False,False,False,False
182,UghJ14Iw9IfBy3gCoAEC,4rCweDxDqdw,"Ferguson just like any American city is not a prison. If those or any other residents feel that are mistreated, discriminated against, or subjected to illegall search and seizure then my advice is move! Our country is vast and I am confident they can find somewhere in our great nation where they can find a place to be happy and successful. ",False,False,False,False,False,False,False,False,False,False,False,False
183,UghP2ZYNaUgv-XgCoAEC,4rCweDxDqdw,"I do believe that the correct word is caucasian not ""white"". Let's be correct in every regard. Great report though. I love the videos.",False,False,False,False,False,False,False,False,False,False,False,False
184,UghSDD6vMijHSHgCoAEC,4rCweDxDqdw,"In France, when I was in the military, they taught me that we could use a lethal weapon only if the other uses a similar/equal or superior lethal weapon against us or against another to defend ourselves; using a superior weapon is NOT/NEVER allowed.
I think that's a Noble French concept. B)",False,False,False,False,False,False,False,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perchance you should start teaching blacks that law and education department is important, rather of handle them as special snowflake?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Maybe you should commence teaching black that law and education is authoritative, instead of treating them as special snow bunting?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Peradventure you should lead off teaching blacks that law and education be authoritative, instead of treating them as special snowflakes?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start teaching blacks that police force and department of education is important, or else of treating them as special snow bunting?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start teaching blacks that law and training is important, instead of treat them as special flake?",True,False,False,False,False,True,True,False,False,False,False,False
185,UghSrKWXiIw663gCoAEC,4rCweDxDqdw,"Perhaps you should start up teach negroid that law and department of education is important, instead of treating them as particular snowflakes?",True,False,False,False,False,True,True,False,False,False,False,False
186,UghTL-UF1SEwzHgCoAEC,4rCweDxDqdw,While I agree with most of your report and I certainly think that the events that went down in Ferguson need to be investigated. Your statistics to support a targeting of a particular race by number of stops and searches can certainly be explained away by the fact that most of the population in that region is of a particular race given a greater opportunity that someone who is stopped is most likely going to be of that race. I think further analysis would need to be conducted to make that collation. I am not saying race is not a factor. I am saying statistics can be misleading and need to be considered thoughtfully before stating them as support for a statement.,False,False,False,False,False,False,False,False,False,False,False,False
187,Ughtzm6ks6FsIXgCoAEC,4rCweDxDqdw,"Its funny doctors push drugs its legal, even tho prescription drugs are abused the most, whereas minorities get locked up for years because of marijuana known to be beneficial to the economy. The war on drugs started with the government who still supplies the streets to this day. Racial profiling is stupid. Caucasians commit the most mass shootings I don't see them being searched before they go in malls, movie theaters, schools etc",False,False,False,False,False,False,False,False,False,False,False,False
188,UghzjrDLqleo9HgCoAEC,4rCweDxDqdw,"So you're implying that because most of Ferguson is black, but most of their elected or appointed officials are white, that it means that the majority of people in Ferguson isn't represented at all? That they mostly black population wouldn't happen to have voted for or support the white officials? And just because its median income is lower than that of MO or the US as a whole, is that because its population is mostly black, or is it just a statistic?",False,False,False,False,False,False,False,False,False,False,False,False
189,Ugi_4iRsu9Skx3gCoAEC,4rCweDxDqdw," Ridiculous liberal tripe meant to divide us along race/class barriers even more

If Blacks(I refuse to use the word African American) are oppressed by local Government then the community should band together and vote them out. Vote more blacks in. This is why we live in a Democratic Republic.
   Sorry, most of your arguments are nothing more than excuses and your criminal stats are the result of a large black community(68%?).  Blacks really need to stop listening to Democrats who preach a, ""You cannot win because the deck is stacked against you"" oppressive lifestyle. They'll never rise above their current conditions if they cling to liberal excuses. It's not the color of your skin, its the overall presentation. ",False,False,False,False,False,False,False,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will.
With the way most black people behave no wonder Ferguson is such a shitty place.
Most black people in the US are so fucking lazy.
I am saying this because of countless examples from my life:
1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn't black) that cleaned the entire house in 4 hours.
2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy.
Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. 
Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people?

The inequality of representation is probably because (again) black people are generally lazy or lack the skills required to hold such positions. 
The household income ties into my previous point (lazy/lacking skill = lower income jobs).
The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn't even graduate fucking high school?
The 80% worse healthcare is once again tied into the low income. More money = better doctors.
As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm..... interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will. With the way most black people behave no wonder Ferguson exist such a shitty place. Most black people in the US be so fucking lazy. I am saying this because of uncounted examples from my life: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy. Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The ass expect to get everything they want only because their ancestors were once slaves. Fountainhead, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people? The inequality of representation is probably because (over again) black people are generally lazy or lack the skills required to hold such positions. The household income ties into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn ' t still graduate fucking high school? The 80% worse healthcare is once again tied into the low income. More money = intimately doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will. With the way most black people behave no marvel Ferguson is such a shitty place. Most shameful people in the US are so fucking lazy. I am saying this because of countless examples from my life: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy. Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) merely most of them are. The fucks expect to get everything they want only because their ancestors be once slaves. Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid black people? The inequality of representation is probably because (again) black people are generally lazy beaver state lack the skills required to hold such positions. The household income ties into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school need to follow taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn ' t even graduate fucking high school? The 80% worse healthcare is once again tied into the low income. More than money = better doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will. With the way virtually black people behave no wonder Ferguson is such a shitty place. Most black people in the US are so fucking lazy. I am saying this because of countless examples from my life: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her bleak co workers constantly do nothing and are lazy. Now once again. not all grim people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. Well, Hitler killed most of my ancestors, do you see me with sag down pants and crying like a dazed bitch about it like those stupid black people? The inequality of representation is probably because (once more) black people are generally lazy or lack the skills required to hold such positions. The household income ties into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn ' t even graduate fucking high school? The 80% worse healthcare is once again splice into the low income. More money = better doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will. With the way most black hoi polloi behave no wonder Ferguson is such a shitty place. Most black people in the US are so fucking lazy. I am saying this because of countless examples from my biography: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy. Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only if because their ancestors were once slaves. Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying like a stupid bitch about it like those stupid grim people? The inequality of representation is probably because (once again) black people are generally faineant or lack the acquisition required to hold such positions. The household income ties into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn ' t even graduate fucking high school? The 80% worse healthcare is once again tied into the low income. More money = better doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when look at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Someone has to say this so I will. With the way most black people carry no wonder Ferguson is such a shitty place. Most black people in the US are so fucking lazy. I am saying this because of countless examples from my life time: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy. Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. Well, Hitler killed most of my ascendent, do you see me with sagging pants and crying similar a stupid bitch about it like those stupid black people? The inequality of representation is probably because (again) black people are generally lazy or lack the skills required to hold such positions. The household income ties into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school day need to be taken against the black people at Ferguson, because, once again, how will you hold a high paying job if you didn ' t even graduate fucking high school? The 80% worse healthcare is once again tied into the low income. More money = better doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
190,Ugi4kKODyEmlvXgCoAEC,4rCweDxDqdw,"Mortal have to say this so Ace will. With the way most black people behave no wonder Ferguson is such a shitty place. Most black people in the u.s.a. are so fucking lazy. I am saying this because of countless examples from my life: 1. My grandmother got a black house nurse once and the bitch did nothing all day. When my grandmother complained to the agency they sent a different woman (wasn ' t black) that cleaned the entire house in 4 hours. 2. My mom works at a hospital as a nurse and all her black co workers constantly do nothing and are lazy. Now once again. not all black people are like this (one of my best friends is black and I like him like a brother) but most of them are. The fucks expect to get everything they want only because their ancestors were once slaves. Well, Hitler killed most of my ancestors, do you see me with sagging pants and crying similar a stupid bitch about it like those stupid black people? The inequality of representation is plausibly because (again) black people are generally lazy or lack the skills required to hold such positions. The household income railroad tie into my previous point (lazy / lacking skill = lower income jobs ). The dropout rate from school need to be taken against the black people at Ferguson, because, once again, how leave you hold a high paying job if you didn ' t even graduate fucking high school? The 80% worse healthcare is once again tied into the low income. More money = better doctors. As for the inequality of enforcement, I have to give you that one that is completely unfair, however, when looking at black officers they frisk mostly black people as well, hmmmm. .. .. interesting? maybe.",True,True,False,True,True,True,True,False,False,False,False,False
191,Ugi74Ltg5U6W4XgCoAEC,4rCweDxDqdw,I might be wrong but when a majority of the black community don't vote wouldn't it make sense for there to be an inequality in the city government.,False,False,False,False,False,False,False,False,False,False,False,False
